string,subtlex_us.fpmw,subtlex_us.cd
epochal,0.06,0.04
eppes,0.22,0.04
equalization,0.06,0.04
equanimity,0.06,0.04
equipping,0.06,0.04
equities,0.06,0.04
eradicator,0.06,0.04
erat,0.06,0.04
ergonomic,0.1,0.04
eris,0.33,0.04
erotically,0.06,0.04
erudite,0.06,0.04
erudition,0.06,0.04
esc,0.1,0.04
escadrille,0.18,0.04
escobedo,0.06,0.04
escutcheon,0.06,0.04
eses,0.06,0.04
esperanto,0.1,0.04
esq,0.06,0.04
etna,0.06,0.04
etudes,0.08,0.04
eugenics,0.08,0.04
eulogized,0.06,0.04
euphemistically,0.06,0.04
euphonious,0.06,0.04
eurydice,0.08,0.04
evacuations,0.08,0.04
evades,0.06,0.04
evangelists,0.06,0.04
evasiveness,0.06,0.04
evensong,0.08,0.04
evert,0.08,0.04
eves,0.06,0.04
evildoer,0.06,0.04
eviler,0.06,0.04
evilness,0.06,0.04
evinced,0.06,0.04
evocation,0.08,0.04
evoking,0.06,0.04
exaggerations,0.06,0.04
exaltation,0.06,0.04
exalts,0.06,0.04
excelling,0.08,0.04
exchequer,0.1,0.04
excitation,0.06,0.04
excitingly,0.06,0.04
exclaimed,0.06,0.04
exemplify,0.06,0.04
exempts,0.06,0.04
exeunt,0.06,0.04
exhalation,0.06,0.04
existent,0.06,0.04
exonerates,0.06,0.04
exotica,0.06,0.04
expediently,0.06,0.04
expediter,0.12,0.04
expediting,0.06,0.04
expletives,0.06,0.04
exploiter,0.06,0.04
exploiters,0.06,0.04
explorations,0.08,0.04
exported,0.06,0.04
expressionless,0.06,0.04
exterminates,0.06,0.04
extinguishes,0.06,0.04
extolling,0.06,0.04
extortionists,0.06,0.04
extraditing,0.06,0.04
extrapolated,0.06,0.04
extravagances,0.06,0.04
extremism,0.06,0.04
extroverted,0.06,0.04
eyedrop,0.06,0.04
eyeglass,0.06,0.04
eyeless,0.06,0.04
eyeshot,0.06,0.04
eyesores,0.06,0.04
fabrications,0.06,0.04
facades,0.06,0.04
factoid,0.06,0.04
factually,0.08,0.04
fadeout,0.06,0.04
fajita,0.06,0.04
fakirs,0.08,0.04
falsification,0.06,0.04
famille,0.06,0.04
famish,0.06,0.04
fana,0.08,0.04
fantasised,0.06,0.04
fantasises,0.08,0.04
farmhand,0.06,0.04
farmlands,0.06,0.04
farrier,0.06,0.04
fas,0.14,0.04
fastback,0.08,0.04
fastballs,0.06,0.04
fasts,0.06,0.04
fatalism,0.08,0.04
fatheaded,0.06,0.04
fatheads,0.1,0.04
fatiguing,0.06,0.04
fattened,0.06,0.04
fatwa,0.18,0.04
faustian,0.06,0.04
favela,0.37,0.04
fazes,0.08,0.04
fc,0.9,0.04
featherhead,0.06,0.04
feathering,0.06,0.04
feely,0.06,0.04
feinted,0.08,0.04
felicitous,0.08,0.04
feltman,0.08,0.04
fended,0.06,0.04
fenian,0.14,0.04
fenner,0.24,0.04
fennig,0.37,0.04
fermi,0.06,0.04
fescue,0.08,0.04
festoon,0.06,0.04
fests,0.06,0.04
fetishism,0.12,0.04
fetishistic,0.06,0.04
fetishists,0.06,0.04
fetlock,0.08,0.04
feverishly,0.06,0.04
fiances,0.06,0.04
fibular,0.14,0.04
fictionalized,0.06,0.04
fides,0.06,0.04
figura,0.1,0.04
filch,0.14,0.04
filleting,0.06,0.04
filmic,0.06,0.04
filmy,0.08,0.04
filthiness,0.18,0.04
finagled,0.06,0.04
finales,0.06,0.04
finessing,0.1,0.04
finishers,0.06,0.04
finking,0.06,0.04
fireable,0.06,0.04
firebase,0.06,0.04
firebombs,0.06,0.04
firefights,0.06,0.04
firehouses,0.08,0.04
firesides,0.06,0.04
firetraps,0.06,0.04
firmware,0.06,0.04
firs,0.18,0.04
fishmongers,0.06,0.04
fishpond,0.06,0.04
fishtailing,0.06,0.04
fistfuls,0.06,0.04
fisting,0.06,0.04
fisty,0.08,0.04
fittingly,0.06,0.04
fitty,0.1,0.04
flacks,0.06,0.04
flagons,0.08,0.04
flagpoles,0.06,0.04
flameout,0.1,0.04
flapdoodle,0.06,0.04
flareup,0.06,0.04
flashbulb,0.06,0.04
flashcards,0.08,0.04
flasks,0.06,0.04
flatcar,0.1,0.04
flatmate,0.06,0.04
flattest,0.06,0.04
flatworms,0.1,0.04
flaunts,0.06,0.04
flavorful,0.06,0.04
flavoring,0.06,0.04
flavouring,0.06,0.04
fleer,0.08,0.04
fletchers,0.06,0.04
flexure,0.06,0.04
flimflam,0.06,0.04
flints,0.06,0.04
flitter,0.06,0.04
floodwater,0.06,0.04
flooey,0.08,0.04
flossy,0.12,0.04
flounders,0.06,0.04
flouted,0.06,0.04
flub,0.06,0.04
fluffier,0.06,0.04
flume,0.16,0.04
fluster,0.06,0.04
fluttered,0.06,0.04
flyable,0.06,0.04
flyover,0.08,0.04
flyovers,0.06,0.04
flyweight,0.06,0.04
flywheel,0.47,0.04
fobbed,0.06,0.04
focussed,0.06,0.04
fogies,0.06,0.04
foll,0.06,0.04
follicular,0.06,0.04
fooler,0.06,0.04
footed,0.06,0.04
footmarks,0.1,0.04
footpads,0.06,0.04
footrace,0.06,0.04
footrest,0.1,0.04
foppish,0.06,0.04
fops,0.06,0.04
forebear,0.06,0.04
forebrain,0.06,0.04
forecasted,0.06,0.04
foreclosures,0.12,0.04
foreleg,0.06,0.04
forepaw,0.1,0.04
forester,0.06,0.04
foresters,0.06,0.04
foretelling,0.06,0.04
forevers,0.08,0.04
forfend,0.08,0.04
forma,0.06,0.04
fornicates,0.06,0.04
fornications,0.06,0.04
forsakes,0.06,0.04
forsooth,0.06,0.04
fortifies,0.06,0.04
fortran,0.1,0.04
forums,0.06,0.04
forwork,0.08,0.04
foulard,0.08,0.04
fourier,0.1,0.04
fowling,0.06,0.04
foxed,0.06,0.04
foxglove,0.08,0.04
foxhunt,0.06,0.04
foxiest,0.06,0.04
fra,0.14,0.04
fraiser,0.1,0.04
framer,0.06,0.04
frangible,0.08,0.04
frankensteins,0.08,0.04
fraternization,0.06,0.04
freakier,0.06,0.04
freckling,0.2,0.04
freebee,0.06,0.04
freedmen,0.08,0.04
freehand,0.08,0.04
freemen,0.06,0.04
freesia,0.14,0.04
freesias,0.08,0.04
freethinkers,0.08,0.04
freighting,0.06,0.04
freights,0.06,0.04
frenetic,0.06,0.04
freya,0.37,0.04
frig,0.08,0.04
frigidity,0.06,0.04
fringed,0.06,0.04
frivolities,0.06,0.04
frivolously,0.06,0.04
frizzing,0.06,0.04
frogger,0.27,0.04
frostings,0.06,0.04
fructose,0.06,0.04
frumps,0.06,0.04
fryers,0.06,0.04
fuehrer,0.12,0.04
fulfils,0.06,0.04
fumigating,0.06,0.04
fumigation,0.1,0.04
functionality,0.08,0.04
funerary,0.06,0.04
funfair,0.06,0.04
fungible,0.1,0.04
funks,0.25,0.04
funnelled,0.06,0.04
furthered,0.08,0.04
fusiliers,0.1,0.04
futilely,0.06,0.04
futz,0.06,0.04
fuzzier,0.06,0.04
gabbed,0.06,0.04
gabler,0.14,0.04
gabon,0.16,0.04
gaddis,0.1,0.04
gadgetry,0.06,0.04
gadolinium,0.12,0.04
galatians,0.08,0.04
galvanised,0.06,0.04
galvanizing,0.1,0.04
gambia,0.06,0.04
gamey,0.06,0.04
gamgee,0.1,0.04
gamine,0.06,0.04
gannet,0.18,0.04
gape,0.06,0.04
gard,0.29,0.04
gargles,0.1,0.04
garishness,0.08,0.04
garnets,0.08,0.04
garnett,0.27,0.04
garnished,0.08,0.04
garrulous,0.1,0.04
gasbag,0.06,0.04
gatecrashers,0.06,0.04
gauleiter,0.06,0.04
gearbox,0.18,0.04
gein,0.08,0.04
gelatine,0.1,0.04
gemstone,0.06,0.04
gena,0.25,0.04
generality,0.08,0.04
gentlemanlike,0.06,0.04
gentlewomen,0.06,0.04
gentrification,0.06,0.04
genuflecting,0.06,0.04
geode,0.06,0.04
geographer,0.1,0.04
geologic,0.06,0.04
geophysical,0.06,0.04
germantown,0.06,0.04
germy,0.06,0.04
gerontology,0.12,0.04
gestate,0.06,0.04
gestating,0.08,0.04
gestational,0.06,0.04
gestured,0.06,0.04
geysers,0.06,0.04
ghee,0.1,0.04
ghosting,0.08,0.04
ghostwriter,0.06,0.04
giantess,0.06,0.04
giardia,0.06,0.04
gibbers,0.08,0.04
gibes,0.06,0.04
giddily,0.06,0.04
giga,0.06,0.04
gigawatts,0.06,0.04
gim,0.1,0.04
gimbal,0.14,0.04
gimbals,0.08,0.04
gimble,0.1,0.04
gimcracks,0.06,0.04
gimps,0.08,0.04
gingko,0.24,0.04
girded,0.08,0.04
girlhood,0.06,0.04
gish,0.12,0.04
glace,0.1,0.04
gladiolas,0.14,0.04
glamorizing,0.06,0.04
glassful,0.06,0.04
glastonbury,0.25,0.04
gleamed,0.06,0.04
gleaned,0.06,0.04
glengarry,0.06,0.04
glenwood,0.06,0.04
glibly,0.06,0.04
glibness,0.06,0.04
glimpsing,0.06,0.04
glims,0.06,0.04
glinting,0.06,0.04
glistens,0.06,0.04
glor,0.06,0.04
glorification,0.06,0.04
glossed,0.06,0.04
gluey,0.06,0.04
glycoside,0.06,0.04
gnu,0.8,0.04
goalies,0.06,0.04
goaltender,0.1,0.04
goateed,0.06,0.04
gobbledegook,0.06,0.04
gobstoppers,0.08,0.04
goddamnedest,0.06,0.04
godhead,0.06,0.04
godmothers,0.06,0.04
goff,0.1,0.04
gog,0.06,0.04
goggling,0.06,0.04
golgotha,0.06,0.04
gonne,0.1,0.04
gonorrhoea,0.08,0.04
goodby,0.06,0.04
goodhearted,0.06,0.04
goodish,0.06,0.04
goofer,0.1,0.04
googly,0.06,0.04
gooseflesh,0.06,0.04
gora,0.61,0.04
goran,0.29,0.04
gorged,0.06,0.04
gorgeously,0.06,0.04
gorges,0.08,0.04
goring,0.71,0.04
gormless,0.08,0.04
governesses,0.08,0.04
gowdy,0.08,0.04
gra,0.06,0.04
grabbers,0.06,0.04
gradations,0.06,0.04
grafter,0.06,0.04
grahams,0.22,0.04
grampa,0.22,0.04
grandsire,0.06,0.04
grandstands,0.06,0.04
grapevines,0.06,0.04
graphology,0.1,0.04
grappled,0.06,0.04
grapplers,0.08,0.04
gratia,0.06,0.04
gratifies,0.06,0.04
grav,0.08,0.04
grazer,0.31,0.04
greasers,0.25,0.04
greasier,0.08,0.04
greasiness,0.06,0.04
greenhorns,0.06,0.04
greeny,0.06,0.04
greeter,0.06,0.04
grego,0.06,0.04
gregorian,0.06,0.04
greyer,0.06,0.04
gribble,0.41,0.04
gridiron,0.06,0.04
grinders,0.06,0.04
griselda,0.22,0.04
grommet,0.12,0.04
grommets,0.06,0.04
groomer,0.12,0.04
groover,0.14,0.04
grooviest,0.08,0.04
gropes,0.08,0.04
grottoes,0.06,0.04
grotty,0.1,0.04
grounder,0.06,0.04
groupings,0.06,0.04
grouted,0.06,0.04
groveled,0.06,0.04
growler,0.06,0.04
guanine,0.06,0.04
guaranty,0.06,0.04
guatemalans,0.1,0.04
guffaw,0.06,0.04
guignol,0.06,0.04
guilder,0.27,0.04
guises,0.06,0.04
gul,0.08,0.04
gullets,0.06,0.04
gullies,0.06,0.04
gundy,0.18,0.04
gunnel,0.1,0.04
guss,0.06,0.04
gusset,0.06,0.04
gutty,0.06,0.04
gymnastic,0.06,0.04
gypping,0.06,0.04
gyrations,0.06,0.04
habituate,0.06,0.04
hackles,0.06,0.04
hagrid,1.33,0.04
hairsplitting,0.06,0.04
hairstyling,0.06,0.04
halfcocked,0.08,0.04
halloo,0.2,0.04
hallucinates,0.06,0.04
halyards,0.1,0.04
hamada,0.18,0.04
haman,0.16,0.04
hamate,0.2,0.04
hamstrings,0.06,0.04
handmaidens,0.1,0.04
handover,0.08,0.04
handsprings,0.06,0.04
handstands,0.06,0.04
hanuman,0.12,0.04
haply,0.1,0.04
harangued,0.06,0.04
harasser,0.06,0.04
hardboiled,0.06,0.04
hardhearted,0.06,0.04
hares,0.06,0.04
harmlessly,0.08,0.04
harped,0.06,0.04
harpooning,0.06,0.04
hasp,0.06,0.04
hatchets,0.06,0.04
hau,0.25,0.04
haunches,0.06,0.04
haut,0.06,0.04
haymaker,0.06,0.04
hazen,0.37,0.04
headbands,0.08,0.04
headcount,0.08,0.04
headlamps,0.06,0.04
headrests,0.06,0.04
headroom,0.06,0.04
headstand,0.06,0.04
hearses,0.06,0.04
heathers,0.1,0.04
heatwave,0.1,0.04
heavers,0.12,0.04
hecklers,0.06,0.04
hectares,0.06,0.04
heeding,0.06,0.04
heedless,0.06,0.04
heeled,0.08,0.04
heeling,0.06,0.04
heiresses,0.06,0.04
helices,0.06,0.04
helicoptered,0.06,0.04
heliotrope,0.06,0.04
hellbent,0.06,0.04
hellfires,0.06,0.04
hellholes,0.06,0.04
hellhound,0.06,0.04
hellishly,0.06,0.04
hemopneumothorax,0.06,0.04
hemorrhaged,0.06,0.04
hemostasis,0.08,0.04
hepcats,0.06,0.04
heraus,0.06,0.04
hermaphroditic,0.06,0.04
hermits,0.06,0.04
hern,0.06,0.04
herniation,0.08,0.04
herschel,0.1,0.04
hessian,0.2,0.04
hessians,0.06,0.04
hezekiah,0.08,0.04
hiccupped,0.06,0.04
hickies,0.06,0.04
hidebound,0.06,0.04
hieratic,0.06,0.04
hijacks,0.06,0.04
hijinks,0.06,0.04
hilariously,0.06,0.04
hilltops,0.06,0.04
hims,0.06,0.04
hin,0.06,0.04
hindmost,0.06,0.04
hindrances,0.06,0.04
hinds,0.06,0.04
hippocampus,0.06,0.04
hireling,0.06,0.04
histological,0.06,0.04
histrionics,0.06,0.04
hoagies,0.06,0.04
hoarded,0.06,0.04
hoarsely,0.06,0.04
hoaxer,0.06,0.04
hobbyhorse,0.06,0.04
hobbyist,0.08,0.04
hobbyists,0.22,0.04
hobnobs,0.06,0.04
hoch,0.12,0.04
hoghead,0.08,0.04
hogtie,0.06,0.04
hoho,0.08,0.04
hoke,0.73,0.04
hol,0.14,0.04
holey,0.12,0.04
holl,0.06,0.04
hollyhocks,0.14,0.04
holographs,0.06,0.04
homburg,0.1,0.04
homebrew,0.1,0.04
homed,0.06,0.04
homelands,0.06,0.04
homemakers,0.06,0.04
homepage,0.06,0.04
homesteader,0.06,0.04
hominid,0.08,0.04
homoerotic,0.06,0.04
homogeneous,0.06,0.04
homogenized,0.06,0.04
homonym,0.08,0.04
honeypot,0.06,0.04
honkers,0.06,0.04
honorarium,0.08,0.04
honoree,0.06,0.04
honourably,0.06,0.04
hookey,0.1,0.04
hootch,0.18,0.04
hoppity,0.18,0.04
horatius,0.12,0.04
horniest,0.06,0.04
horrifyingly,0.1,0.04
horsed,0.06,0.04
horticulturalist,0.06,0.04
hospitalizations,0.08,0.04
hotcha,0.08,0.04
hotplate,0.1,0.04
hotrod,0.14,0.04
housemaids,0.06,0.04
housemates,0.06,0.04
houseplants,0.08,0.04
housesit,0.08,0.04
howitzers,0.1,0.04
hp,0.1,0.04
hs,0.06,0.04
huckster,0.06,0.04
huddling,0.06,0.04
huerta,0.41,0.04
humanism,0.06,0.04
humored,0.06,0.04
humors,0.06,0.04
humourless,0.08,0.04
humpy,0.06,0.04
hunchbacks,0.06,0.04
hunching,0.06,0.04
hundredths,0.08,0.04
hungrily,0.06,0.04
huntsman,0.08,0.04
huntsmen,0.06,0.04
huppah,0.1,0.04
hurdled,0.06,0.04
huron,0.08,0.04
husbandly,0.06,0.04
huskers,0.08,0.04
husks,0.06,0.04
hustings,0.12,0.04
hustles,0.06,0.04
hydrates,0.1,0.04
hydrocortisone,0.06,0.04
hydroelectric,0.1,0.04
hygienically,0.06,0.04
hyperacidity,0.06,0.04
hypercritical,0.06,0.04
hypersexuality,0.08,0.04
hypertonic,0.06,0.04
hyperventilates,0.16,0.04
hyphenates,0.06,0.04
hypoglycaemic,0.06,0.04
hypothesized,0.06,0.04
icecap,0.08,0.04
icelandic,0.14,0.04
ichthyologist,0.25,0.04
ichthyology,0.18,0.04
iconography,0.06,0.04
idealised,0.06,0.04
identifications,0.06,0.04
idiomatic,0.06,0.04
idiopathic,0.06,0.04
idiotically,0.06,0.04
idler,0.14,0.04
igloos,0.06,0.04
ignitor,0.06,0.04
ignominy,0.06,0.04
ik,0.16,0.04
ileocecal,0.08,0.04
imbedding,0.06,0.04
imbibed,0.06,0.04
immensity,0.06,0.04
imminently,0.08,0.04
immobilised,0.06,0.04
immolation,0.06,0.04
immunisations,0.06,0.04
immunizations,0.06,0.04
immunized,0.06,0.04
immunosuppressive,0.06,0.04
impactful,0.06,0.04
impanel,0.06,0.04
impartially,0.06,0.04
imparting,0.06,0.04
impeaching,0.06,0.04
impel,0.06,0.04
imperceptible,0.06,0.04
imperceptibly,0.06,0.04
impersonates,0.06,0.04
imploring,0.06,0.04
implosive,0.12,0.04
imposes,0.06,0.04
impounds,0.06,0.04
impracticable,0.06,0.04
imprisons,0.06,0.04
improvisational,0.06,0.04
improvises,0.08,0.04
inaccessibility,0.06,0.04
inactivity,0.06,0.04
inamorata,0.06,0.04
inattention,0.06,0.04
inborn,0.08,0.04
incinerating,0.06,0.04
incinerators,0.1,0.04
incites,0.06,0.04
incomprehension,0.06,0.04
inconstant,0.08,0.04
incremental,0.06,0.04
incroyable,0.08,0.04
incubators,0.14,0.04
indebtedness,0.06,0.04
indecorous,0.06,0.04
indelibly,0.06,0.04
indemnify,0.06,0.04
indented,0.06,0.04
indifferently,0.06,0.04
indigestible,0.06,0.04
indisposition,0.06,0.04
individualized,0.06,0.04
indoctrinating,0.08,0.04
indonesian,0.06,0.04
induct,0.06,0.04
inductee,0.06,0.04
industrialization,0.06,0.04
inebriate,0.06,0.04
inelegant,0.06,0.04
inequality,0.06,0.04
inexpressible,0.06,0.04
infanta,0.24,0.04
infantilism,0.06,0.04
infantrymen,0.06,0.04
infarcts,0.06,0.04
infatuations,0.06,0.04
infests,0.06,0.04
infielders,0.08,0.04
infinitesimally,0.12,0.04
infinitive,0.06,0.04
inflames,0.08,0.04
inflow,0.08,0.04
infotainment,0.08,0.04
infrequently,0.06,0.04
infuriatingly,0.06,0.04
infusers,0.06,0.04
inguinal,0.06,0.04
ingurgitating,0.06,0.04
inhabits,0.06,0.04
inhalator,0.06,0.04
inhibiting,0.08,0.04
iniquities,0.06,0.04
initializing,0.08,0.04
initialled,0.06,0.04
inmost,0.1,0.04
innocency,0.06,0.04
innovate,0.08,0.04
inoculating,0.08,0.04
inputting,0.06,0.04
inquisitiveness,0.06,0.04
insanities,0.06,0.04
insertions,0.1,0.04
insignificance,0.06,0.04
insistently,0.06,0.04
insoles,0.06,0.04
insolvent,0.06,0.04
instabilities,0.06,0.04
instar,0.06,0.04
instated,0.06,0.04
instigators,0.06,0.04
instilling,0.06,0.04
insular,0.06,0.04
insuperable,0.08,0.04
insupportable,0.06,0.04
insurers,0.06,0.04
intangibles,0.06,0.04
integrates,0.06,0.04
intelligentsia,0.06,0.04
intelligible,0.06,0.04
intensifier,0.06,0.04
intensively,0.06,0.04
intercedes,0.06,0.04
intercity,0.06,0.04
intercranial,0.06,0.04
interfaith,0.12,0.04
interferon,0.06,0.04
interjection,0.06,0.04
interlocutory,0.06,0.04
interminably,0.06,0.04
intermissions,0.06,0.04
intermix,0.16,0.04
internalizing,0.06,0.04
interphase,0.08,0.04
interrogates,0.06,0.04
interrogatories,0.08,0.04
interrogatory,0.06,0.04
interspace,0.08,0.04
interspecies,0.06,0.04
interventionist,0.06,0.04
intimating,0.08,0.04
intransitive,0.06,0.04
intrauterine,0.08,0.04
intricacy,0.08,0.04
introducer,0.06,0.04
intrusions,0.06,0.04
intubating,0.06,0.04
inured,0.06,0.04
invigorate,0.06,0.04
invocation,0.06,0.04
ionisation,0.06,0.04
irascible,0.06,0.04
iridescent,0.06,0.04
irks,0.06,0.04
ironer,0.06,0.04
ironwork,0.06,0.04
irredeemable,0.06,0.04
irrelevancy,0.06,0.04
irretrievable,0.06,0.04
isms,0.06,0.04
isolationism,0.06,0.04
issuance,0.06,0.04
itemised,0.06,0.04
iteration,0.06,0.04
ither,0.08,0.04
jackboots,0.06,0.04
jackhammers,0.06,0.04
jackpots,0.06,0.04
jad,0.25,0.04
jalapenos,0.06,0.04
jape,0.08,0.04
jarrah,0.06,0.04
jasmin,0.43,0.04
jaunts,0.06,0.04
jeannette,0.22,0.04
jeer,0.06,0.04
jelling,0.06,0.04
jellyroll,0.08,0.04
jetliner,0.06,0.04
jetliners,0.06,0.04
jetted,0.06,0.04
jettisoned,0.08,0.04
jeu,0.08,0.04
jeux,0.08,0.04
jg,0.14,0.04
jibed,0.18,0.04
jibes,0.08,0.04
jibs,0.08,0.04
jiggly,0.06,0.04
jimmying,0.06,0.04
jingly,0.06,0.04
jink,0.08,0.04
jitterbugging,0.06,0.04
jives,0.06,0.04
jocularity,0.14,0.04
jollier,0.08,0.04
jostling,0.06,0.04
jours,0.08,0.04
jouster,0.06,0.04
joysticks,0.06,0.04
juans,0.06,0.04
judases,0.1,0.04
juicers,0.1,0.04
julienne,0.06,0.04
jumba,1.47,0.04
junked,0.06,0.04
jute,0.24,0.04
juxtapose,0.06,0.04
juxtaposing,0.06,0.04
kab,1.04,0.04
kaffir,0.25,0.04
kanji,0.1,0.04
kapellmeister,0.12,0.04
kasbah,0.06,0.04
katana,0.08,0.04
kayaks,0.06,0.04
kellys,0.06,0.04
kendal,0.24,0.04
kersey,1.02,0.04
ketch,0.16,0.04
keyboardist,0.06,0.04
kibitzer,0.06,0.04
kidders,0.06,0.04
kidnaping,0.06,0.04
kidnappee,0.06,0.04
kiel,0.06,0.04
kiloton,0.06,0.04
kilotons,0.08,0.04
kilts,0.06,0.04
kimchee,0.08,0.04
kindnesses,0.06,0.04
kinesiology,0.06,0.04
kingmaker,0.06,0.04
kingship,0.06,0.04
kinkier,0.08,0.04
kiowa,0.14,0.04
kiting,0.08,0.04
kitschy,0.06,0.04
knapsacks,0.06,0.04
kneeled,0.06,0.04
kneepads,0.08,0.04
knockdowns,0.06,0.04
knowns,0.06,0.04
kola,0.08,0.04
konstantin,0.24,0.04
kookie,0.24,0.04
kori,0.14,0.04
kroo,0.18,0.04
kula,0.08,0.04
kurdish,0.06,0.04
kuru,0.22,0.04
kyu,0.06,0.04
labourer,0.06,0.04
labourers,0.06,0.04
labyrinths,0.08,0.04
lactation,0.06,0.04
ladyfingers,0.08,0.04
ladykiller,0.06,0.04
lagoons,0.18,0.04
lah,0.2,0.04
lally,0.18,0.04
lamebrains,0.06,0.04
lamely,0.06,0.04
lamentation,0.06,0.04
lamentations,0.06,0.04
laments,0.06,0.04
lamer,0.06,0.04
lames,0.06,0.04
laminating,0.06,0.04
lamplighter,0.06,0.04
lancing,0.06,0.04
landladies,0.06,0.04
landscaped,0.06,0.04
landslides,0.06,0.04
landsman,0.12,0.04
languor,0.2,0.04
lanolin,0.06,0.04
laotian,0.1,0.04
lapp,0.2,0.04
largemouth,0.06,0.04
larges,0.08,0.04
largess,0.06,0.04
lath,0.06,0.04
latimer,0.43,0.04
latins,0.1,0.04
launderer,0.06,0.04
launders,0.06,0.04
laundries,0.06,0.04
laundryman,0.08,0.04
laureates,0.06,0.04
lavaliere,0.06,0.04
lave,0.1,0.04
lawmaker,0.06,0.04
layne,1.1,0.04
lcd,0.08,0.04
leachman,0.06,0.04
leaderless,0.06,0.04
leafs,0.06,0.04
leatherette,0.06,0.04
leatherjacket,0.06,0.04
lector,0.06,0.04
lecturers,0.06,0.04
lectureship,0.12,0.04
leeks,0.06,0.04
legato,0.2,0.04
legerdemain,0.06,0.04
legionnaires,0.06,0.04
legislating,0.06,0.04
legitimized,0.06,0.04
legitimizes,0.06,0.04
lek,0.08,0.04
lengthens,0.06,0.04
lense,0.06,0.04
leos,0.06,0.04
leprous,0.06,0.04
lessee,0.08,0.04
lethality,0.06,0.04
lethally,0.06,0.04
leva,0.1,0.04
levant,0.06,0.04
leveler,0.08,0.04
lexic,0.06,0.04
ley,0.53,0.04
leyden,0.14,0.04
liane,0.2,0.04
libelous,0.06,0.04
libertarian,0.08,0.04
lichen,0.08,0.04
lidia,0.41,0.04
liechtenstein,0.06,0.04
lier,0.06,0.04
liest,0.16,0.04
lifespans,0.06,0.04
ligatures,0.06,0.04
likeliest,0.06,0.04
liken,0.06,0.04
limburger,0.06,0.04
limeade,0.1,0.04
limpin,0.08,0.04
limps,0.08,0.04
linesmen,0.06,0.04
lingonberry,0.1,0.04
linkages,0.08,0.04
linkups,0.06,0.04
lipid,0.06,0.04
lippy,0.06,0.04
liquefaction,0.06,0.04
liquefies,0.08,0.04
liquidity,0.06,0.04
lisle,0.16,0.04
listeria,0.06,0.04
literati,0.06,0.04
lithograph,0.06,0.04
litigating,0.06,0.04
litigations,0.06,0.04
litterbug,0.06,0.04
littleness,0.08,0.04
littles,0.2,0.04
liveable,0.06,0.04
livened,0.06,0.04
livens,0.06,0.04
livings,0.06,0.04
livre,0.2,0.04
llb,0.06,0.04
loaders,0.08,0.04
loam,0.06,0.04
loanin,0.06,0.04
lobos,0.06,0.04
locales,0.06,0.04
localizer,0.16,0.04
lockboxes,0.06,0.04
lodestone,0.16,0.04
lodgepole,0.1,0.04
lofted,0.06,0.04
loftier,0.06,0.04
logbooks,0.06,0.04
logger,0.12,0.04
loggers,0.06,0.04
loincloths,0.06,0.04
londoner,0.12,0.04
londoners,0.06,0.04
longacre,0.06,0.04
longish,0.06,0.04
longways,0.06,0.04
looey,0.06,0.04
lookalike,0.06,0.04
lookers,0.06,0.04
looper,0.18,0.04
loos,0.06,0.04
looseness,0.08,0.04
loquitur,0.16,0.04
lording,0.06,0.04
lorn,0.12,0.04
lotuses,0.22,0.04
lounger,0.06,0.04
loverly,0.8,0.04
lovesickness,0.06,0.04
lowbrows,0.06,0.04
lowery,0.14,0.04
lowlands,0.08,0.04
lowness,0.06,0.04
lubricator,0.06,0.04
lucent,0.1,0.04
lucian,0.14,0.04
lucking,0.06,0.04
lud,0.18,0.04
luff,0.06,0.04
luffing,0.06,0.04
lugger,0.08,0.04
lugubrious,0.06,0.04
lumbered,0.06,0.04
lumen,0.06,0.04
luminescent,0.06,0.04
luncheonette,0.06,0.04
lunges,0.06,0.04
lupin,0.14,0.04
lurched,0.06,0.04
lusk,0.1,0.04
luxuriant,0.06,0.04
lycanthrope,0.08,0.04
lyceum,0.1,0.04
lycopodium,0.06,0.04
lymphadenopathy,0.06,0.04
lymphocyte,0.16,0.04
lyricist,0.18,0.04
lysergic,0.06,0.04
macrame,0.08,0.04
madames,0.16,0.04
maestra,0.06,0.04
maffia,0.08,0.04
magnific,0.08,0.04
magnifier,0.06,0.04
magus,0.12,0.04
maharaja,0.18,0.04
mailings,0.08,0.04
mainlining,0.06,0.04
majordomo,0.06,0.04
majorettes,0.06,0.04
malacca,0.06,0.04
malachite,0.06,0.04
malade,0.06,0.04
maladies,0.06,0.04
malamute,0.06,0.04
malarial,0.06,0.04
maleness,0.08,0.04
malingerer,0.06,0.04
malingerers,0.06,0.04
mallets,0.06,0.04
malodorous,0.06,0.04
maltreatment,0.08,0.04
mammoths,0.08,0.04
mandibles,0.1,0.04
mang,0.1,0.04
mangler,0.08,0.04
mangles,0.2,0.04
mangling,0.06,0.04
manholes,0.06,0.04
manicuring,0.06,0.04
manipulators,0.06,0.04
manitoba,0.06,0.04
manitou,0.47,0.04
manky,0.1,0.04
mannering,0.27,0.04
manoeuvrable,0.06,0.04
mantrap,0.1,0.04
mantua,0.29,0.04
manzanita,0.08,0.04
mapo,0.08,0.04
maquis,0.57,0.04
maraca,0.06,0.04
marbled,0.06,0.04
marchand,0.06,0.04
marg,0.06,0.04
mariachis,0.06,0.04
marinade,0.06,0.04
markedly,0.06,0.04
marketability,0.06,0.04
marketplaces,0.06,0.04
marmoset,0.06,0.04
maroons,0.06,0.04
marque,0.14,0.04
