string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
ided,1.39,verb
idee,1.95,noun
iden,1.3,name
ident,1.84,noun
identical,3.86,adjective
identically,2.08,adverb
identifiable,2.86,adjective
identifiably,1.65,adverb
identification,3.55,noun
identifications,1.74,noun
identified,4.26,verb
identifier,1.54,noun
identifiers,1.84,noun
identifies,3,verb
identify,4.33,verb
identifyed,1.47,verb
identifying,3.58,verb
identifys,1.17,verb
identikit,2.3,name
identit,1.17,noun
identities,3.42,noun
identity,4.35,noun
identityity,1.17,noun
identityor,1.17,noun
idents,1.3,noun
ideogram,1.17,noun
ideograms,1.39,noun
ideolgical,2.48,adjective
ideolgically,1.54,adverb
ideological,3.34,adjective
ideologicalically,1.3,adverb
ideologically,2.75,adverb
ideologies,2.5,noun
ideologist,1.17,noun
ideologue,1.39,noun
ideologues,1.54,noun
ideology,3.5,noun
ideophones,1.17,noun
ides,2.44,noun
idessane,1.97,name
idf,1.84,name
idg,1.3,name
idge,1.81,noun
idi,2.53,name
idid,1.54,name
idina,1.54,name
iding,1.3,verb
idio,1.39,noun
idiocy,2.47,noun
idiom,2.48,noun
idiomatic,1.6,adjective
idioms,2.16,noun
idiopathic,1.74,adjective
idiophone,1.39,noun
idiosyncracies,1.39,noun
idiosyncrasies,2.17,noun
idiosyncrasy,1.17,noun
idiosyncratic,2.58,adjective
idiot,4.34,noun
idiot.com,1.17,noun
idiota,1.47,noun
idiotic,2.98,adjective
idiotically,1.47,adverb
idiots,3.67,noun
idity,1.17,noun
idle,3.4,adjective
idled,1.39,verb
idleness,2.43,noun
idlers,2,name
idles,1.6,noun
idlewild,1.7,name
idley,1.3,noun
idlib,2.29,name
idling,2.09,verb
idly,2.5,adverb
ido,1.77,name
idol,3.44,noun
idolaters,1.6,noun
idolatrous,1.74,adjective
idolatry,1.9,noun
idolise,2.42,verb
idolised,2.44,verb
idolises,1.65,verb
idolising,1.7,verb
idols,2.96,noun
idomeneo,1.3,name
idoors,1.3,noun
idowu,3.03,name
idp,1.39,name
idps,1.3,noun
idris,2.64,name
idrisi,1.74,name
idrive,1.3,adjective
ids,2.75,noun
idwal,2,name
idy,1.39,name
idyll,2.97,noun
idyllic,3.52,adjective
idyllically,1.39,adverb
idylls,1.77,noun
ie,3.22,noun
iea,1.6,name
ieb,1.17,noun
iec,1.17,name
iechyd,1.93,name
ied,3.21,name
iedge,1.17,noun
iedlogs,1.17,noun
iedly,1.17,adverb
ieds,3.16,noun
iee,1.95,name
ief,1.87,noun
iefpl,1.17,noun
iefs,1.17,noun
ieg,1.17,verb
iement,1.17,name
ien,1.77,unclassified
ience,1.17,noun
iend,1.17,verb
iens,1.17,unclassified
iep,1.39,name
ier,2.06,noun
ierbgs,1.17,noun
ierd,1.17,noun
ierpl,1.17,noun
iert,1.17,noun
ies,2.25,noun
iesha,1.3,name
iesm,1.47,name
iest,1.7,adjective
iestyn,2.9,name
iesu,1.39,name
iet,1.17,adjective
ieth,1.17,noun
ieuan,3.28,name
ieve,1.39,verb
ieved,1.54,verb
ieving,1.39,verb
ieyasu,2,name
if,6.5,preposition
ifa,2.26,name
ifan,2.53,name
ifans,2,name
ifas,1.7,name
ifca,1.39,name
ife,1.95,unclassified
ifed,2.73,name
iff,1.39,name
iffat,1.39,name
iffic,1.17,adjective
iffley,1.39,name
iffy,2.93,adjective
ifi,1.39,name
ifia,1.17,noun
ific,1.17,adjective
ification,1.3,noun
ified,1.97,verb
ifield,1.6,name
ifies,1.3,noun
ifil,1.39,name
ifing,1.3,noun
ifive,1.17,adjective
ifiwonamillion,1.17,noun
ifl,1.3,noun
ifless,1.17,adjective
ifor,1.84,name
iford,1.3,name
ifplt,1.17,noun
ifpt,1.17,noun
ifr,1.39,noun
ifrahim,1.39,name
ifrg,1.3,noun
ifrpblgt,1.65,name
ifrpblgts,1.3,noun
ifrplt,1.17,adjective
ifrs,1.17,noun
ifs,3.25,name
ift,1.3,unclassified
iftar,1.81,noun
ifth,1.47,noun
iftikhar,2.09,name
iful,1.74,adjective
ify,1.54,noun
ifyed,1.17,adjective
ifying,1.3,verb
ifyou,1.17,adjective
ig,2.6,name
iga,1.17,name
igami,1.17,noun
igbo,1.81,name
igc,1.17,name
igcse,1.39,name
iger,1.17,noun
igf,2.04,name
igg,1.7,name
iggins,1.84,verb
iggle,2.76,adjective
iggleonk,2.04,name
igglepiggle,3.76,name
iggulden,1.6,name
iggy,2.83,name
igh,1.54,unclassified
igher,1.47,unclassified
ight,2.64,unclassified
ightham,1.39,name
igitur,1.17,noun
iglesia,1.3,unclassified
iglesias,2.34,name
igloo,2.91,noun
igloos,2.02,noun
ign,1.39,unclassified
ignacio,2.19,name
ignatieff,1.54,name
ignatius,2.13,name
ignaz,1.39,name
ignazio,1.6,name
ignem,1.74,noun
igneous,2.55,adjective
ignitable,1.47,adjective
ignite,3.19,verb
ignited,3.07,verb
igniter,1.7,noun
igniters,1.3,noun
ignites,2.5,verb
igniting,2.3,verb
ignition,3.07,noun
ignoble,1.84,adjective
ignominious,2.02,adjective
ignominiously,1.54,adverb
ignominy,2.04,noun
ignoramus,2.02,noun
ignoramuses,1.17,noun
ignorance,3.48,noun
ignorant,3.38,adjective
ignorantly,1.3,adverb
ignoratio,1.3,noun
ignore,4.24,verb
ignored,3.95,verb
ignores,3.02,verb
ignoring,3.67,verb
ignota,1.17,noun
igoe,1.65,name
igoogle,1.17,name
igor,2.86,name
igot,1.17,name
igotta,1.3,name
igs,1.81,verb
igss,1.3,noun
iguana,2.98,noun
iguanas,2.87,noun
iguanodon,2.02,noun
iguanodons,1.17,noun
iguazu,1.81,name
iguider,1.3,name
igwe,1.39,name
igy,1.39,name
ih,2.37,noun
ihh,1.77,name
ihi,1.17,noun
ihm,1.39,noun
ihn,1.9,noun
ihnen,2,name
ihr,2.24,noun
ihram,1.17,noun
ihre,1.65,name
ihrem,1.17,noun
ihs,1.7,name
ihsan,1.17,adjective
iht,1.3,name
ii,4.34,name
iia,1.17,name
iicd,1.39,name
iii,3.88,name
iiii,1.39,name
iiis,1.54,name
iin,1.17,noun
iing,1.95,verb
iip,1.17,name
iit,1.39,name
iitate,1.47,name
iity,1.17,noun
ij,1.84,name
ijaw,1.3,name
ijaz,1.6,name
ijen,1.3,name
ijeoma,1.39,name
ik,1.65,name
ika,1.39,unclassified
ikb,1.54,name
ike,2.89,name
ikea,3.13,name
ikebana,1.6,noun
ikeda,1.3,name
iken,1.17,name
iker,1.87,name
ikey,1.6,name
iki,1.3,name
ikka,2.54,unclassified
ikki,2.11,name
iknow,1.3,name
iko,2.04,name
ikon,1.47,name
ikra,1.17,name
ikramullah,1.17,name
ikuno,1.17,name
ikwueke,1.7,name
il,3.66,name
ila,1.3,name
ilaha,1.77,noun
ilam,1.17,name
ilan,2.06,name
ilana,2.09,name
iland,1.7,noun
ilaria,1.9,name
ilarious,1.17,adjective
ilchester,1.65,name
ild,1.77,unclassified
ilderton,1.3,name
ildiko,1.54,name
ile,2.47,name
ilea,1.39,name
ileana,1.47,name
ileitis,1.17,noun
ilene,1.39,name
ileocolic,1.17,adjective
iles,2.2,name
ileum,1.93,noun
ilex,2.11,name
ilford,2.73,name
ilfra,1.3,name
ilfracombe,2.66,name
ilgs,1.17,noun
ilham,1.7,name
ilia,1.6,name
iliac,1.95,noun
iliad,2.59,name
ilic,1.17,name
ilicious,1.39,adjective
ilie,2.21,name
iliff,1.65,name
iliffe,1.74,name
iliffes,1.17,name
iling,1.17,noun
ility,1.3,noun
ilium,1.77,name
ilk,2.57,noun
ilka,1.65,unclassified
ilker,1.3,name
ilkeston,2.38,name
ilkla,1.74,name
ilkley,2.71,name
ill,4.59,adjective
ill-fated,2.78,adjective
illa,1.93,noun
illallah,1.74,noun
illawarra,1.17,name
illegal,4.45,adjective
illegality,2.55,noun
illegally,3.75,adverb
illegals,2.17,noun
illegible,2.16,adjective
illegit,1.6,noun
illegitimacy,1.97,noun
illegitimate,3.28,adjective
illegitimately,2.08,adverb
iller,1.84,noun
illest,1.39,adjective
illi,1.17,unclassified
illiant,1.39,adjective
illiberal,1.93,adjective
illic,1.17,adjective
illich,1.54,name
illicit,3.07,adjective
illiciting,1.17,verb
illicitly,1.81,adverb
illicits,1.17,verb
illicium,1.17,noun
illimitable,1.17,adjective
illin,2.32,verb
illing,1.17,noun
illingworth,1.93,name
illinois,2.95,name
illiquid,1.3,adjective
illiteracy,2.47,noun
illiterate,2.99,adjective
illiterates,1.3,noun
illity,1.47,noun
illlogical,1.3,adjective
illman,1.3,name
illness,4.12,noun
illnesses,3.4,noun
illnesss,1.3,noun
illogical,2.65,adjective
ills,2.83,noun
illsley,2.21,name
illume,1.17,verb
illuminance,1.17,noun
illuminant,1.3,noun
illuminate,2.89,verb
illuminated,3.05,verb
illuminates,2.44,verb
illuminati,1.84,name
illuminating,2.83,verb
illumination,2.63,noun
illuminations,2.8,noun
illuminator,1.65,noun
illuminators,1.65,noun
illuminatus,1.17,noun
illumine,1.47,verb
illuminous,1.17,adjective
illusion,3.71,noun
illusional,1.3,adjective
illusionary,1.39,adjective
illusioned,1.39,verb
illusionist,2.43,noun
illusionistic,1.65,adjective
illusionists,1.93,noun
illusions,3.23,noun
illusive,1.81,adjective
illusory,2,adjective
illustrate,3.31,verb
illustrated,3.38,verb
illustrateor,1.17,noun
illustrates,3.15,verb
illustrating,2.76,verb
illustration,3.36,noun
illustrations,3.23,noun
illustrative,2.29,adjective
illustrator,2.95,noun
illustrators,2.17,noun
illustrious,3.24,adjective
illy,1.74,name
illya,1.54,name
illyria,1.7,name
ilmenite,1.47,verb
ilmington,1.39,name
ilminster,2.11,name
ilo,2.02,name
ilona,1.47,name
ilonen,1.39,name
ilott,2.02,name
ils,2.42,noun
ilsa,1.84,name
ilse,1.87,name
ilsley,1.47,name
ilt,1.54,noun
ilts,1.17,noun
ilube,1.17,name
iluka,1.3,name
ilulissat,1.74,name
ilunga,1.3,name
ily,2.4,adverb
ilya,2.53,name
ilyas,2.02,name
ilyich,1.65,name
ilyushin,1.3,name
im,3.26,name
ima,2.04,name
imac,2.25,name
imacs,1.17,noun
imad,2.14,name
imag,1.17,verb
imagary,1.3,noun
image,4.64,noun
imaged,2.02,verb
imager,1.65,noun
imageries,1.17,noun
imagers,1.47,noun
imagery,3.39,noun
images,4.43,noun
imagin,1.3,noun
imaginable,3.09,adjective
imaginaire,1.17,noun
imaginarium,1.3,name
imaginary,3.56,adjective
imaginate,1.3,verb
imagination,4.28,noun
imaginationry,1.3,noun
imaginations,3.06,noun
imaginative,3.48,adjective
imaginatively,2.54,adverb
imagine,5.07,verb
imagined,4.02,verb
imagineed,1.39,verb
imaginers,1.17,noun
imaginery,1.39,noun
imagines,2.83,verb
imaginetive,1.81,adjective
imaginetively,1.17,adverb
imaginety,1.3,noun
imaging,3.23,noun
imaginically,1.47,adverb
imagining,3.62,verb
imaginings,2.2,noun
imaginive,1.17,adjective
imaginor,1.17,adjective
imagist,1.3,name
imago,1.47,noun
imam,2.95,name
imams,2.4,noun
iman,2.88,name
imand,1.39,noun
imane,2.04,name
imani,2.62,name
imanol,1.7,name
imans,1.47,name
imara,2.8,name
imari,2.85,name
imax,2.17,name
imbalance,3.04,noun
imbalanced,1.93,verb
imbalances,2.67,noun
imbecile,2.78,noun
imbeciles,2.14,noun
imbecilic,1.81,adjective
imbecility,1.3,noun
imbed,1.39,verb
imbedded,1.77,verb
imber,2.02,name
imberico,1.6,noun
imbibe,1.9,verb
imbibed,1.6,verb
imbiber,1.17,noun
imbibing,1.74,verb
imboden,1.3,name
imbolc,1.3,name
imbreciles,1.39,noun
imbroglio,1.54,noun
imbruglia,1.93,name
imbue,1.97,verb
imbued,2.57,verb
imbues,1.47,verb
imbuing,1.47,verb
imc,2.11,name
imcome,1.17,adjective
imdb,1.74,name
ime,2.09,unclassified
imed,1.17,verb
imei,1.17,name
imelda,3.01,name
iment,1.47,noun
imenti,1.39,name
imexplosion,1.17,noun
imf,4.05,name
imfact,1.3,noun
imfor,1.17,noun
img,1.47,name
imgrants,1.17,noun
imhoff,1.84,name
imi,1.77,name
imiela,1.54,name
imimportance,1.17,noun
imimpressed,1.17,verb
imin,1.3,name
iming,1.17,adjective
imism,1.17,noun
imiss,1.17,verb
imitate,3.07,verb
imitated,2.5,verb
imitates,2.72,name
imitating,2.9,verb
imitation,3.14,noun
imitations,2.47,noun
imitative,1.65,adjective
imitator,1.7,noun
imitators,2.21,noun
imithandazo,1.17,noun
imjin,2.19,name
imlay,1.39,name
imli,1.3,name
imm,1.17,noun
imma,1.7,name
immac,1.3,name
immaculata,1.17,name
immaculate,3.46,adjective
immaculately,2.75,adverb
immans,1.17,noun
immanuel,2.02,name
immat,1.17,adjective
immaterial,2.66,adjective
immature,3.22,noun
immaturity,2.5,noun
immbocile,1.17,noun
immeasurable,2.29,adjective
immeasurably,2.39,adverb
immediacy,2.63,noun
immediatamente,1.17,name
immediate,4.25,adjective
immediatea,1.3,noun
immediately,4.64,adverb
immediates,1.17,verb
immelman,1.65,name
immemorial,2.54,adjective
immense,3.95,adjective
immensely,3.65,adverb
immensity,2.06,noun
immer,1.84,noun
immerse,2.97,verb
immersed,3.11,verb
immerseing,1.3,verb
immerses,1.6,verb
immersing,2.47,verb
immersion,2.72,noun
immersive,2.16,adjective
immie,3.38,name
immigrant,3.46,adjective
immigrants,3.81,noun
immigrate,1.54,verb
immigrated,1.9,verb
immigrating,1.47,verb
immigration,4.27,noun
immigrations,1.74,noun
imminence,1.87,noun
imminent,3.5,adjective
imminently,2.63,adverb
immingham,1.93,name
immitation,1.65,noun
immobile,2.49,adjective
immobilisation,1.87,noun
immobilise,2.75,verb
immobilised,2.65,verb
immobiliser,2,noun
immobilisers,1.47,noun
immobilises,1.17,verb
immobilising,1.97,verb
immobility,1.9,noun
immobilize,1.17,verb
immobilon,1.3,name
immoderate,1.39,adjective
immodest,2.02,adjective
immodestly,1.39,adverb
immodesty,1.54,noun
immolated,1.17,verb
immolation,1.84,noun
immolations,1.7,noun
immoral,3.32,adjective
immorale,1.17,adjective
immoralised,1.17,verb
immorality,2.52,noun
immorally,1.81,adverb
immore,1.3,verb
immortal,3.33,adjective
immortalise,2.13,verb
immortalised,3.06,verb
immortalises,1.17,verb
immortalising,1.81,verb
immortality,2.99,noun
immortalized,1.3,verb
immortals,2.37,noun
immovable,2.53,adjective
immoveable,1.17,adjective
immpossibly,1.17,adverb
immune,3.62,adjective
immunisation,2.5,noun
immunisations,1.93,noun
immunise,1.81,verb
immunised,2.19,verb
immunising,1.3,verb
immunitas,1.7,name
immunity,3.15,noun
immunized,1.39,verb
immuno,1.6,noun
immunodeficiency,1.47,name
immunoglobulins,1.17,noun
immunological,1.3,adjective
immunology,1.97,noun
immunosuppressant,1.7,noun
immunosuppressants,1.3,noun
immunosuppression,1.3,noun
immured,1.54,verb
immutable,2.13,adjective
immy,2.23,name
imnumberable,1.39,adjective
imo,2.45,name
imodium,2,name
imogen,3.77,name
imogene,1.77,name
imola,1.84,name
imortal,1.17,adjective
imovie,1.3,name
imp,2.6,name
impa,1.17,noun
impab,1.17,noun
impablgt,1.3,noun
impack,1.3,noun
impact,4.85,noun
impacted,3.19,verb
impacter,1.3,noun
impactful,1.93,adjective
impacting,2.87,verb
impaction,1.17,noun
impactive,1.39,adjective
impactor,1.39,noun
impacts,3.33,noun
impair,2.24,verb
impaired,3.15,verb
impairing,1.54,verb
impairment,2.76,noun
impairments,2.3,noun
impairs,1.65,verb
impala,2.78,noun
impalas,1.17,noun
impale,1.95,verb
impaled,2.61,verb
impalement,1.54,noun
impaler,2.16,name
impales,1.39,verb
impaling,1.74,verb
impalings,1.17,noun
impart,2.8,verb
imparted,2.11,verb
impartial,3.24,adjective
impartiality,2.83,noun
impartially,2.09,adverb
impartialty,1.6,noun
imparting,2.06,verb
imparts,2.09,verb
impassable,2.64,adjective
impasse,2.63,noun
impasseable,1.17,adjective
impassed,1.17,adjective
impassioned,2.74,adjective
impassive,2.11,adjective
impassively,1.6,adverb
impasto,1.93,noun
impatience,2.67,noun
impatiens,1.97,noun
impatient,3.31,adjective
impatiently,2.02,adverb
impaver,2.13,name
impe,1.17,noun
impeach,1.9,verb
impeachable,1.3,adjective
impeached,1.97,verb
impeaching,1.54,verb
impeachment,2.21,noun
impearl,1.17,verb
impecable,1.7,adjective
impecably,1.39,adverb
impeccable,3.2,adjective
impeccably,2.59,adverb
impeckable,1.39,adjective
impecunious,1.54,adjective
imped,1.3,adjective
impedance,1.17,noun
impede,2.53,verb
impeded,2.63,verb
impedes,2.02,verb
impediment,2.88,noun
impedimenta,1.39,noun
impediments,2.09,noun
impeding,2.19,verb
impeer,1.3,adjective
impeerical,1.17,adjective
impel,1.3,verb
impelled,2,verb
impeller,1.6,name
impels,1.3,verb
impending,3.08,adjective
impenetrable,2.98,adjective
impenetrably,1.17,adverb
imper,1.47,noun
imperative,3.47,adjective
imperatives,2,noun
imperator,1.97,name
impercent,1.39,adjective
imperceptible,2.04,adjective
imperceptibly,1.9,adverb
imperfect,2.88,adjective
imperfecta,1.17,name
imperfection,2.24,noun
imperfections,2.75,noun
imperfectly,1.77,adverb
imperial,3.87,name
imperiale,1.17,name
imperialis,1.17,verb
imperialism,2.72,noun
imperialist,2.51,noun
imperialistic,2.04,adjective
imperialists,1.93,noun
imperials,1.87,noun
imperil,1.77,verb
imperiled,1.17,verb
imperilled,1.74,verb
imperilling,1.47,verb
imperious,2.55,adjective
imperiousness,1.17,noun
imperishable,1.6,adjective
imperium,1.39,noun
impermanence,2.06,noun
impermanent,1.7,adjective
impermeable,1.87,adjective
impersonal,2.61,adjective
impersonality,1.17,noun
impersonate,2.59,verb
impersonated,2.16,verb
impersonates,1.84,verb
impersonating,2.85,verb
impersonation,2.94,noun
impersonations,2.4,noun
impersonator,2.7,noun
impersonators,2.29,noun
impersonnation,1.17,noun
impersonnations,1.17,noun
impersuceptible,1.17,adjective
impertinence,2.16,noun
impertinent,2.49,adjective
impertinently,1.17,adverb
impervious,2.45,adjective
impet,1.3,adjective
impetigo,1.93,noun
impetuosity,1.39,noun
impetuous,2.51,adjective
impetuousness,1.3,noun
impetus,3.17,noun
impey,1.54,name
imphal,1.47,name
impiety,1.39,noun
imping,1.3,verb
impinge,2.41,verb
impinged,1.77,verb
impingeing,1.17,verb
impingement,1.3,noun
impinges,1.84,verb
impinging,1.84,verb
impious,1.3,adjective
impish,2.04,adjective
impishly,1.3,adverb
implacable,2.29,adjective
implacably,1.81,adverb
implant,3.33,verb
implantable,1.17,adjective
implantation,2.06,noun
implanted,2.77,verb
implanting,2.02,verb
implants,3.59,noun
implausible,2.55,adjective
implausibly,1.54,adverb
imple,2.17,name
impleased,1.17,verb
implem,1.17,noun
implemen,1.17,noun
implement,3.92,verb
implementation,3.43,noun
implementations,1.17,noun
implemented,3.77,verb
implementer,1.17,noun
implementing,3.43,verb
implements,3.01,verb
impli,1.7,noun
implicate,2.35,verb
implicated,3.04,verb
implicates,1.77,verb
implicating,2.13,verb
implication,3.39,noun
implications,3.97,noun
implicit,2.81,adjective
implicitly,2.59,adverb
implied,3.15,verb
implies,3.24,verb
implode,2.57,verb
imploded,2.35,verb
implodes,2.21,noun
imploding,2.35,verb
implore,2.55,verb
implored,1.9,verb
implores,1.39,verb
imploring,2.13,verb
implosion,2.29,noun
imply,3.21,verb
implyed,1.39,verb
implying,3.22,verb
implys,1.54,verb
impolesed,1.17,verb
impolite,2.35,adjective
impolitely,1.17,adverb
impolitic,1.39,adjective
imponderable,1.74,adjective
imponderables,1.54,noun
impor,1.54,noun
import,3.62,noun
importa,1.3,unclassified
importance,4.32,noun
important,5.57,adjective
importante,1.7,noun
importantingly,1.77,adverb
importantly,4.17,adverb
importation,2.35,noun
imported,3.7,verb
importer,2.7,noun
importers,2.37,noun
importing,3.22,verb
imports,3.48,noun
importunate,1.39,adjective
importuning,1.3,verb
import\/export,1.7,noun
imposably,1.17,adverb
impose,3.8,verb
imposed,3.83,verb
imposes,2.67,verb
imposing,3.72,verb
imposition,2.76,noun
impositions,1.74,noun
imposs,1.3,noun
impossi,1.17,noun
impossibile,1.3,noun
impossibilities,1.74,noun
impossibility,2.72,noun
impossible,4.61,adjective
impossibler,1.39,noun
impossibly,2.82,adverb
impost,1.17,noun
imposter,2.44,noun
imposters,1.81,noun
impostor,2.77,noun
impostors,2.35,noun
imposture,1.17,noun
impotence,2.39,noun
impotent,2.76,adjective
impotently,1.39,adverb
impound,2.08,verb
impounded,2.52,verb
impounding,1.74,verb
impoundment,1.17,noun
impounds,1.3,noun
impoverish,1.93,verb
impoverished,3.12,adjective
impoverishes,1.17,verb
impoverishing,1.65,verb
impoverishment,1.81,noun
impracticable,1.39,adjective
impractical,2.97,adjective
impracticality,1.39,noun
impractically,1.17,adverb
imprecations,1.17,noun
imprecise,2.26,adjective
imprecision,1.3,noun
impregnability,1.3,noun
impregnable,2.66,adjective
impregnate,1.9,verb
impregnated,2.44,verb
impregnates,1.17,verb
impregnating,1.74,verb
impresario,2.74,noun
impresarios,1.3,noun
impresidentened,1.17,verb
impress,4.23,verb
impressed,4.61,adjective
impresses,2.84,verb
impressing,3.05,verb
impression,4.43,noun
impressionable,2.59,adjective
impressionism,2.84,name
impressionist,3.27,adjective
impressionistic,2.56,adjective
impressionists,2.92,noun
impressions,4.03,noun
impressive,4.7,adjective
impressively,2.94,adverb
impressiveness,1.3,noun
impresss,1.17,verb
impreza,2.24,name
imprezas,1.17,name
imprimatur,1.3,noun
imprint,2.84,noun
imprinted,2.76,verb
imprinting,2.06,verb
imprints,2.09,noun
impriority,1.3,noun
imprison,2.54,verb
imprisonable,1.6,adjective
imprisoned,3.55,verb
imprisoning,2.31,verb
imprisonment,3.39,noun
imprisonments,1.6,noun
imprisons,1.54,verb
impro,1.7,noun
improbabilities,1.3,noun
improbability,1.47,noun
improbable,2.89,adjective
improbably,1.95,adverb
impromptu,3.01,adjective
improper,3.02,adjective
improperly,2.44,adverb
improprieties,1.47,noun
impropriety,2.47,noun
improv,2.29,noun
improve,4.61,verb
improved,4.3,verb
improvement,4.22,noun
improvements,3.95,noun
improver,2.11,noun
improvers,1.74,noun
improves,3.33,verb
improvidence,1.3,noun
improvident,1.3,adjective
improving,4.2,verb
improvisation,3,noun
improvisational,2.17,adjective
improvisations,2,noun
improvisatory,1.39,adjective
improvise,3.23,verb
improvised,3.27,verb
improviser,1.95,noun
improvisers,1.47,noun
improvises,1.65,verb
improvising,2.82,verb
improz,1.17,verb
imprudence,1.3,noun
imprudent,1.9,adjective
imps,2.48,name
impudence,1.93,noun
impudent,2.21,adjective
impugn,1.77,verb
impugned,1.93,verb
impugning,1.77,verb
impulse,3.27,noun
impulses,2.81,noun
impulsion,1.54,noun
impulsive,2.99,adjective
impulsively,1.74,adverb
impulsiveness,1.47,noun
impulsivity,1.6,noun
impune,1.6,verb
impuned,1.17,verb
impunity,2.86,noun
impur,1.93,noun
impure,2.43,noun
impurities,2.78,noun
impurity,2.17,noun
imputation,1.47,noun
impute,1.6,verb
imputed,1.17,adjective
imputing,1.17,verb
imr,1.17,name
imran,3.06,name
imre,1.6,name
imrie,2.28,name
imrul,1.84,name
imry,1.3,name
ims,2.08,name
imty,1.6,name
imup,1.17,noun
imy,1.17,adjective
in,7.17,preposition
in-between,3.4,adjective
in-depth,2.98,adjective
in-house,2.96,adjective
in-laws,3.13,noun
ina,2.56,name
inabilities,1.39,noun
inability,3.29,noun
inacceptable,1.39,adjective
inaccessibility,1.65,noun
inaccessible,3.03,adjective
inaccracy,1.3,noun
inaccuracies,2.47,noun
inaccuracy,2.39,noun
inaccurate,3.25,adjective
inaccurately,2.06,adverb
inacio,1.17,name
inaction,2.78,noun
inactions,1.17,noun
inactivate,1.3,verb
inactive,2.84,adjective
inactivity,2.7,noun
inadeqacy,1.17,noun
inadequacies,2.44,noun
inadequacy,2.21,noun
inadequate,3.5,adjective
inadequately,2.08,adverb
inadequates,1.17,noun
inadmissable,1.3,adjective
inadmissible,2.09,adjective
inadvertant,1.3,adjective
inadvertantly,2.14,adverb
inadvertent,2,adjective
inadvertently,3.03,adverb
inadvisable,1.77,adjective
inaestimabile,1.54,name
inakoju,1.17,name
inalienable,1.84,adjective
inamorata,1.3,noun
inamoto,1.17,name
inan,1.3,noun
inand,1.47,noun
inane,2.42,noun
inanimate,2.61,adjective
inanities,1.3,noun
inanity,1.3,noun
inant,1.17,adjective
inantly,1.3,adverb
inappropes,1.47,noun
inappropriate,3.76,adjective
inappropriately,2.79,adverb
inappropriateness,1.39,noun
inapt,1.3,adjective
inargenti,1.17,noun
inarticulate,2.19,adjective
inarticulateness,1.3,noun
inartistic,1.3,adjective
inasmuch,2.35,noun
inat,1.54,name
inate,1.81,adjective
inately,1.3,adverb
ination,1.3,noun
inator,1.7,noun
inattention,1.97,noun
inattentive,1.77,adjective
inaudible,3.08,name
inaudibly,1.6,name
inaugural,2.92,adjective
inaugurate,1.84,verb
inaugurated,2.6,verb
inaugurates,1.17,verb
inaugurating,1.3,verb
inauguration,2.8,noun
inauspicious,2.04,adjective
inauthentic,1.84,adjective
inauthenticity,1.3,noun
inayat,1.54,name
inbee,2.16,name
inbetween,2.77,noun
inbetweener,1.81,noun
inbetweeners,2.61,name
inbev,1.17,name
inboard,1.7,noun
inborn,1.54,adjective
inbound,2.33,adjective
inbounds,1.17,noun
inbox,2.72,noun
inboxes,1.6,noun
inbred,2.4,adjective
inbreds,1.47,noun
inbreed,1.39,noun
inbreeding,2.57,noun
inbuilt,2.35,adjective
inc,2.76,name
inca,2.93,name
incalculable,2.28,adjective
incalculably,1.3,adverb
incan,2.52,name
incandescence,1.54,noun
incandescent,2.6,adjective
incans,2.02,name
incantata,1.17,name
incantation,2.08,noun
incantations,1.7,noun
incantato,1.17,noun
incapability,1.39,noun
incapable,3.27,adjective
incapacitate,2,verb
incapacitated,2.64,verb
incapacitating,1.47,verb
incapacitation,1.6,noun
incapacity,3.3,noun
incapacityed,1.17,adjective
incappable,1.3,adjective
incar,1.3,noun
incarcerate,1.9,verb
incarcerated,2.81,verb
incarcerating,1.54,verb
incarceration,2.61,noun
incarnadine,1.17,noun
incarnate,2.47,noun
incarnated,1.6,verb
incarnates,1.54,verb
incarnation,2.95,noun
incarnations,2.39,noun
incars,1.3,verb
incas,2.53,name
incase,1.87,noun
incautious,1.47,adjective
incautiously,1.17,adverb
incbl,1.3,noun
ince,3.08,name
incedsable,1.17,adjective
incendiaries,2.32,noun
incendiary,2.91,adjective
incense,3.06,noun
incensed,2.88,verb
incenses,1.54,verb
incentive,3.76,noun
incentives,3.54,noun
incentivisation,1.17,noun
incentivise,2.68,verb
incentivised,2.11,verb
incentivises,1.74,verb
incentivising,2.02,verb
incept,1.39,name
inception,3,noun
incertain,1.17,adjective
incertainly,1.39,adjective
incertificate,1.39,adjective
inces,1.17,noun
incessant,2.55,adjective
incessantly,2.29,adverb
incest,2.69,noun
incestous,1.3,adjective
incestuous,2.36,adjective
incestuously,1.3,adverb
incey,2.06,name
inch,4.18,noun
inchbald,1.17,name
inchcape,1.17,name
inchcolm,1.39,name
inched,2.38,verb
incheon,1.95,name
incher,1.47,noun
inches,4.16,noun
inching,2.76,verb
inchkeith,1.3,name
inchmickery,1.3,name
inchoate,1.39,adjective
inchon,1.47,name
inchs,1.54,noun
inchworm,1.17,noun
inchy,1.3,noun
incidence,2.86,noun
incidences,2.5,noun
incident,4.39,noun
incidental,2.66,adjective
incidentally,3.45,adverb
incidentals,1.81,noun
incidently,2.2,adverb
incidents,3.96,noun
incinerate,2.29,verb
incinerated,2.7,verb
incinerating,1.77,verb
incineration,2.52,noun
incinerator,3.07,noun
incinerators,2.43,noun
incipient,1.65,adjective
