string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
incisa,1.17,noun
incise,1.65,verb
incised,2.38,verb
incising,1.3,noun
incision,3.11,noun
incisional,1.47,adjective
incisions,2.32,noun
incisive,2.45,adjective
incisiveness,1.3,noun
incisor,2.04,noun
incisors,2.44,noun
incitatus,1.74,name
incite,2.61,verb
incited,2.23,verb
inciteful,1.17,adjective
incitement,2.41,noun
incitements,1.17,noun
inciters,1.17,noun
incites,1.87,verb
inciting,2.8,verb
incity,1.17,adjective
inclement,2.56,noun
inclination,3.02,noun
inclinations,2.13,noun
incline,3.07,noun
inclined,3.61,verb
inclines,2.26,noun
incling,1.39,noun
inclining,1.65,verb
inclinometer,1.9,noun
inclose,1.17,verb
inclouding,1.17,verb
include,4.43,verb
included,4.27,verb
includes,4.24,verb
including,4.98,verb
includinging,1.17,adjective
inclues,1.3,verb
inclusion,3.16,noun
inclusions,2.31,noun
inclusive,3.5,adjective
inclusively,1.47,adverb
inclusiveness,2.24,noun
inclusives,1.39,noun
inclusivety,1.17,noun
inclusivity,2.26,noun
inco,1.65,noun
incognita,1.39,noun
incognito,2.5,noun
incoherence,2.13,noun
incoherent,2.71,adjective
incoherently,1.6,adverb
incolluding,1.17,verb
incolor,1.39,name
income,4.64,noun
incomeing,1.17,verb
incomemax,1.39,name
incomer,1.65,noun
incomers,2.3,noun
incomes,3.8,noun
incoming,3.45,adjective
incomings,1.7,noun
incommune,1.17,adjective
incommunicado,1.81,noun
incommunicative,1.17,adjective
incomp,1.17,verb
incomparable,2.48,adjective
incomparably,1.65,adverb
incompatibility,1.77,noun
incompatible,2.78,adjective
incompetence,3.39,noun
incompetencies,1.17,noun
incompetency,1.47,noun
incompetent,3.45,adjective
incompetently,1.65,adverb
incompetents,1.77,noun
incomplete,3.24,adjective
incompletely,1.17,adverb
incompleteness,1.47,noun
incompletes,1.17,noun
incompletion,1.39,noun
incomprehensible,2.97,noun
incomprehensibly,1.47,adverb
incomprehension,1.9,noun
inconceivable,3.19,adjective
inconceivably,1.81,adverb
inconclusive,3.01,adjective
inconclusively,1.39,adverb
incongruity,1.6,noun
incongruous,2.58,adjective
incongruously,1.39,adverb
inconsequence,1.17,noun
inconsequential,2.51,adjective
inconsiderable,2.21,adjective
inconsiderate,2.61,adjective
inconsistencies,2.63,noun
inconsistency,2.89,noun
inconsistent,3.23,adjective
inconsistently,1.74,adverb
inconsolable,2.33,adjective
inconspicuous,2.41,adjective
inconspicuously,1.39,adverb
inconstancy,1.47,noun
inconstant,1.3,adjective
incontestable,1.6,adjective
incontestably,1.3,adverb
incontinence,2.49,noun
incontinent,2.55,adjective
incontrato,1.3,adjective
incontravertable,1.3,adjective
incontro,1.17,noun
incontrovertible,2.11,adjective
incontrovertibly,1.3,adverb
inconvenience,3.34,noun
inconvenienced,2.59,verb
inconveniences,2,noun
inconveniencing,2,verb
inconvenient,3.21,adjective
inconveniently,1.97,adverb
inconvenienttive,1.17,adjective
inconvience,1.47,noun
inconvienced,1.3,verb
incorporate,3.42,verb
incorporated,3.37,verb
incorporates,2.71,verb
incorporating,2.93,verb
incorporation,2.25,noun
incorps,1.3,verb
incorrec,1.17,adjective
incorrect,4.3,adjective
incorrectly,3.3,adverb
incorrectness,1.3,noun
incorrects,1.17,noun
incorrigible,2.04,adjective
incorruptible,2.04,adjective
increase,4.8,noun
increased,4.4,verb
increaseness,1.47,noun
increases,4.11,noun
increaseth,1.3,noun
increasing,4.41,verb
increasingly,4.3,adverb
increatesingly,1.17,adverb
incred,1.97,adjective
incredably,1.17,adverb
increddily,1.17,adverb
incredi,1.3,adjective
incredibile,1.7,name
incredibility,1.17,noun
incredible,4.94,adjective
incredibles,2.02,name
incredibly,4.74,adverb
incrediboy,1.65,name
incredulity,2.31,noun
incredulous,2.42,adjective
incredulously,1.65,adverb
increed,1.3,verb
increedibly,1.17,adverb
increment,1.84,noun
incremental,2.77,adjective
incrementally,2.02,adverb
increments,2.39,noun
incress,1.17,verb
incriminate,2.47,verb
incriminated,1.65,verb
incriminates,1.17,verb
incriminating,2.8,verb
incrimination,1.74,noun
incroyable,1.65,adjective
incs,1.54,name
incubate,2.56,verb
incubated,2.2,verb
incubates,1.47,verb
incubating,2.45,verb
incubation,2.6,noun
incubator,2.84,noun
incubators,2.39,noun
incubus,1.65,noun
inculcate,1.6,verb
inculcated,1.77,verb
inculcates,1.17,verb
inculcating,1.3,verb
incumbency,1.97,noun
incumbent,3.24,adjective
incumbents,2.25,noun
incur,2.83,verb
incurable,2.76,adjective
incurables,1.9,name
incurably,1.47,adverb
incured,1.3,verb
incurious,1.47,adjective
incurred,3,verb
incurring,2.41,verb
incurs,1.93,verb
incursion,2.35,noun
incursions,2.16,noun
incus,1.7,noun
incuse,1.17,adjective
incy,2.79,name
ind,2.76,name
inda,1.97,name
indahouse,1.6,name
indangering,1.17,verb
indarno,1.47,unclassified
inde,1.77,name
indebt,1.3,adjective
indebted,3.03,adjective
indebtedness,2.29,noun
indecency,2.42,noun
indecent,3.17,adjective
indecently,2.33,adverb
indecipherable,1.93,adjective
indecision,2.96,noun
indecisions,1.3,noun
indecisive,2.92,adjective
indecisively,1.17,adverb
indecisiveness,1.84,noun
indecorous,1.39,adjective
indeed,5.11,adverb
indeedicus,1.17,name
indeedy,2.46,adjective
indefatigability,1.3,noun
indefatigable,2.21,adjective
indefence,1.17,noun
indefencible,1.17,adjective
indefensible,2.85,adjective
indefensibly,1.17,adverb
indefinable,2.21,adjective
indefinite,2.76,adjective
indefinitely,3.2,adverb
indelible,2.65,adjective
indelibly,2.14,adverb
indelicate,2.09,adjective
indem,1.3,noun
indemnified,1.17,verb
indemnify,1.6,verb
indemnity,2.38,noun
indent,1.97,noun
indentation,2.48,noun
indentations,2.21,noun
indented,2.04,adjective
indents,1.65,noun
indenture,2.23,noun
indentured,2.11,adjective
indentures,1.39,noun
independence,4.57,noun
independency,1.39,noun
independent,4.75,adjective
independently,3.58,adverb
independents,3.13,noun
independenty,1.17,adjective
indepth,1.81,adjective
inderjit,1.17,name
indes,1.74,name
indescribable,2.73,adjective
indescribably,2.02,adverb
indescribed,1.17,verb
indesit,2.23,name
indestructable,1.17,adjective
indestructible,2.94,adjective
indetected,1.17,adjective
indeterminable,1.3,adjective
indeterminate,2.55,adjective
indeterminately,1.3,adverb
index,3.67,noun
indexation,2.08,noun
indexed,2.13,verb
indexes,2.09,noun
indexing,1.84,noun
indi,1.39,name
india,4.67,name
indiamen,1.3,name
indian,4.48,adjective
indiana,3.39,name
indianapolis,2.45,name
indiannapolis,1.17,name
indians,3.74,name
indiany,1.17,name
indias,1.6,name
indica,1.39,noun
indicate,3.84,verb
indicated,3.78,verb
indicateed,1.17,verb
indicater,1.3,noun
indicaters,1.54,noun
indicates,3.66,verb
indicating,3.38,verb
indication,4,noun
indications,3.45,noun
indicative,3.09,adjective
indicator,3.37,noun
indicators,3.2,noun
indices,2.26,noun
indicia,1.39,noun
indict,1.87,verb
indictable,1.84,adjective
indicted,2.63,verb
indicting,1.39,verb
indictment,3.23,noun
indictments,2.09,noun
indie,3.21,noun
indied,1.17,adjective
indies,3.51,name
indifference,2.94,noun
indifferent,3.11,adjective
indifferently,1.84,adverb
indig,1.17,adjective
indigenous,3.47,adjective
indigenously,1.17,adverb
indigestable,1.39,adjective
indigestible,2.08,adjective
indigestion,2.98,noun
indignance,1.17,noun
indignant,2.33,adjective
indignantly,1.47,adverb
indignation,2.69,noun
indignities,1.97,noun
indignity,2.53,noun
indigo,3.25,noun
indigos,1.3,noun
indira,2.45,name
indirect,2.85,adjective
indirection,1.3,noun
indirections,1.17,noun
indirectly,2.98,adverb
indiscernible,1.65,name
indiscipline,2.3,noun
indisciplined,1.47,verb
indiscreet,2.33,adjective
indiscrete,1.17,adjective
indiscretion,2.14,noun
indiscretions,2.31,noun
indiscriminate,2.76,adjective
indiscriminately,2.58,adverb
indiscriminatly,1.17,adverb
indispensable,2.89,adjective
indispensible,2.04,adjective
indisposed,2.28,verb
indisposition,1.54,noun
indisputable,2.43,adjective
indisputably,2.19,adverb
indisputed,1.17,adjective
indissolubly,1.3,adverb
indistinct,2.68,name
indistinctly,2.11,adverb
indistinguishable,2.34,adjective
indium,1.65,noun
individual,4.71,adjective
individualed,1.17,verb
individualise,1.17,verb
individualised,1.93,adjective
individualism,2.55,noun
individualist,1.81,noun
individualistic,2.3,adjective
individualists,1.17,noun
individuality,2.94,noun
individually,3.76,adverb
individuals,4.36,noun
indivisible,2.2,adjective
indizio,1.7,noun
indo,2.47,name
indochina,2,name
indochinese,1.3,adjective
indocilis,1.17,unclassified
indoctrinate,1.77,verb
indoctrinated,2.17,verb
indoctrinating,1.54,verb
indoctrination,2.08,noun
indolence,2.02,noun
indolent,1.74,adjective
indomitability,1.17,noun
indomitable,2.43,adjective
indonesia,3.58,name
indonesian,3.05,adjective
indonesians,2.13,name
indoor,3.8,adjective
indoors,3.88,noun
indoorsy,1.17,adjective
indore,1.3,name
indra,2.02,name
indri,2.13,noun
indris,1.47,name
inds,1.3,unclassified
indubitable,1.3,adjective
indubitably,1.93,adverb
induce,2.85,verb
induced,3.12,verb
inducement,2.09,noun
inducements,1.97,noun
induces,2.25,verb
inducing,2.76,verb
induct,1.7,verb
inductance,1.54,noun
inducted,2.42,verb
inductees,1.39,noun
inducting,1.7,verb
induction,2.99,noun
inductions,1.47,noun
inductive,1.3,adjective
inductor,1.3,noun
indulge,3.47,verb
indulged,2.94,verb
indulgeent,1.17,adjective
indulgence,3.1,noun
indulgences,2.14,noun
indulgencies,1.17,noun
indulgent,3.11,adjective
indulgently,1.7,adverb
indulgents,1.17,verb
indulges,2.09,verb
indulging,3,verb
indull,1.3,noun
indurain,1.65,name
indus,2.71,name
indust,1.17,adjective
industrial,4.48,adjective
industrialisation,2.99,noun
industrialise,2.06,verb
industrialised,3.01,adjective
industrialising,1.7,adjective
industrialism,1.47,noun
industrialist,2.79,noun
industrialists,2.65,noun
industrialized,1.17,adjective
industrially,2.13,adverb
industrials,1.47,noun
industries,3.98,noun
industrious,2.78,adjective
industriously,1.3,adverb
industry,4.95,noun
industrys,1.47,noun
indx,1.17,noun
indy,2.76,name
indycar,2,name
indyk,1.54,name
ine,2.63,unclassified
inebriate,1.47,adjective
inebriated,2.31,adjective
inebriation,1.39,noun
inebrii,1.17,unclassified
ined,2.04,adjective
inedible,2.73,adjective
ineed,1.17,verb
ineffable,1.6,adjective
ineffect,1.17,adjective
ineffective,3.02,adjective
ineffectively,1.7,adverb
ineffectiveness,1.6,noun
ineffectual,2.61,adjective
ineffectually,1.17,adverb
inefficiencies,2.33,noun
inefficiency,2.69,noun
inefficient,3.15,adjective
inefficiently,1.7,adverb
ineh,1.17,adjective
ineke,1.3,name
inelastic,1.17,adjective
inelegant,1.9,adjective
inelegantly,1.47,adverb
ineligible,2.2,adjective
ineluctably,1.17,adverb
inencouraging,1.17,verb
inengland,1.17,name
inening,1.17,adjective
ineos,1.65,name
inept,2.73,adjective
ineptitude,2.26,noun
ineptly,1.47,adverb
ineptness,1.65,noun
inequal,1.17,adjective
inequalities,3.02,noun
inequality,3.48,noun
inequalties,1.54,noun
inequitable,1.65,adjective
inequities,1.74,noun
inequity,2.06,noun
iner,1.47,noun
inerrant,1.39,adjective
iners,1.39,noun
inert,2.69,adjective
inertia,2.64,noun
inertial,1.39,adjective
ines,2.02,name
inescapable,2.65,adjective
inescapably,1.9,adverb
inese,1.97,adjective
ineson,1.3,name
iness,1.87,noun
inessential,1.47,adjective
inest,1.3,adjective
inestimable,1.81,adjective
inestimably,1.17,adverb
ineta,1.17,name
inevitability,2.88,noun
inevitable,4.02,adjective
inevitableably,1.39,adverb
inevitablely,1.17,adverb
inevitably,3.84,adverb
inexact,1.97,adjective
inexactitude,1.17,noun
inexcusable,2.69,adjective
inexhaustable,1.39,adjective
inexhaustible,2.32,adjective
inexorable,2.17,adjective
inexorably,2.51,adverb
inexpensive,3.04,adjective
inexpensively,1.97,adverb
inexperience,2.97,noun
inexperienced,3.28,adjective
inexpert,1.47,adjective
inexpertly,1.17,adverb
inexplicable,2.85,adjective
inexplicably,2.63,adverb
inexpressible,1.65,adjective
inexpressibly,1.39,adverb
inextinguishable,1.17,adjective
inextricable,1.39,adjective
inextricably,2.66,adverb
inez,2.11,name
infact,1.17,verb
infag,1.3,noun
infallibility,1.77,noun
infallible,2.68,adjective
infallibly,1.54,adverb
infamey,1.17,noun
infamous,3.61,adjective
infamously,2.08,adverb
infamy,2.51,noun
infan,1.17,adjective
infancy,3.06,noun
infant,3.48,noun
infanta,1.97,name
infantalised,1.17,verb
infante,1.17,name
infanticide,2.19,noun
infantile,2.47,adjective
infantilised,1.7,adjective
infantiside,1.39,noun
infantry,3.43,noun
infantryman,1.87,noun
infantrymen,2.06,noun
infants,3.11,noun
infarct,1.39,noun
infarction,2.13,noun
infastructure,1.39,noun
infattic,1.47,adjective
infatuated,2.51,verb
infatuation,2.59,noun
infatuations,1.17,noun
infavour,1.17,noun
infect,2.86,verb
infected,3.76,adjective
infecting,2.57,verb
infection,4.05,noun
infections,3.44,noun
infectious,3.41,adjective
infectiously,1.3,adverb
infectiousness,1.17,noun
infective,1.87,adjective
infects,2.28,verb
infelicitous,1.17,adjective
infer,2.59,verb
infered,1.17,adjective
inference,2.51,noun
inferences,1.95,noun
inferior,3.21,adjective
inferiority,2.28,noun
inferiors,1.97,noun
infernal,2.61,adjective
infernally,1.39,adverb
inferni,1.39,unclassified
inferno,3.09,noun
infernos,1.47,noun
inferred,2.09,verb
inferring,2.06,verb
infers,1.54,verb
infertile,2.71,adjective
infertility,2.54,noun
infest,2.04,verb
infestation,2.93,noun
infestations,2.06,noun
infested,3.15,adjective
infesting,1.93,verb
infests,1.17,verb
infidel,2.42,noun
infidelities,1.81,noun
infidelity,2.71,noun
infidels,1.97,noun
infield,2.53,noun
infighting,2.56,noun
infill,2.21,noun
infilled,1.77,verb
infilling,1.47,verb
infills,1.3,verb
infiltrate,2.82,verb
infiltrated,2.91,verb
infiltrates,1.77,verb
infiltrating,2.48,verb
infiltration,2.5,noun
infiltrations,1.17,noun
infiltrator,1.54,noun
infiltrators,1.77,noun
infinate,1.17,adjective
infinately,1.3,adverb
infinite,3.43,adjective
infinitely,3.11,adverb
infinitesimal,1.97,adjective
infinitesimally,1.84,adverb
infinitesimals,1.17,noun
infinities,2.06,noun
infinitive,1.95,noun
infinitives,1.6,noun
infinito,1.54,noun
infinitum,1.97,noun
infinity,3.22,noun
infiora,1.3,noun
infirm,2.71,noun
infirmaries,1.74,noun
infirmary,3.43,name
infirmed,1.17,adjective
infirmities,1.54,noun
infirmity,2.04,noun
infirmry,1.17,name
infittity,1.17,noun
inflamation,1.47,noun
inflame,2.49,verb
inflamed,2.89,verb
inflames,1.65,verb
inflaming,2.13,verb
inflammable,2.25,adjective
inflammation,2.98,noun
inflammatories,2.16,noun
inflammatory,2.99,adjective
inflamming,1.3,verb
inflatable,3.29,adjective
inflatables,2.39,noun
inflate,3.06,verb
inflated,3.15,verb
inflateed,1.17,noun
inflates,2.25,verb
inflatible,1.65,adjective
inflating,2.6,verb
inflation,4.31,noun
inflationary,2.67,adjective
inflations,1.47,noun
inflator,1.3,noun
inflauns,1.17,noun
inflect,1.3,verb
inflected,1.77,verb
inflection,2.17,noun
inflections,1.77,noun
inflew,1.3,verb
inflexibility,1.81,noun
inflexible,2.53,adjective
inflexibly,1.3,adverb
inflict,3.15,verb
inflicted,3.34,verb
inflicting,2.79,verb
infliction,1.84,noun
inflicts,1.95,verb
inflight,1.54,noun
inflorescence,1.17,noun
inflorescences,1.17,noun
inflow,2.04,noun
inflows,1.7,noun
influence,4.48,noun
influenced,3.86,verb
influenceded,1.17,verb
influencers,1.47,noun
influences,3.59,noun
influencial,1.3,adjective
influencing,3.07,verb
influential,3.85,adjective
influentially,1.17,adverb
influenza,2.63,noun
influns,1.17,noun
influx,3.26,noun
influxes,1.3,noun
info,3.05,noun
infoe,1.3,noun
infomercial,1.7,adjective
infor,1.47,noun
inform,3.8,verb
informal,3.59,adjective
informality,2.42,noun
informally,2.91,adverb
informant,3.15,noun
informants,2.64,noun
information,5.03,noun
informational,1.81,adjective
informations,1.81,noun
informative,2.92,adjective
informed,4.08,verb
informer,2.7,noun
informers,2.56,noun
informing,3.05,verb
informs,2.85,verb
infra,3.04,noun
infra-red,2.95,adjective
infraction,1.93,noun
infractions,1.84,noun
infrared,3.31,adjective
infrasound,1.7,noun
infrastruck,1.65,noun
infrastruckture,1.3,noun
infrastructural,1.39,adjective
infrastructure,4.22,noun
infrastructures,2.11,noun
infrequent,2.29,adjective
infrequently,2.13,adverb
infringe,2.46,verb
infringed,2.55,verb
infringement,2.98,noun
infringements,2.38,noun
infringer,1.39,noun
infringers,1.17,noun
infringes,1.9,verb
infringing,2.51,verb
infrom,1.47,noun
infront,1.65,noun
infuriate,2.36,verb
infuriated,2.7,verb
infuriates,2.19,verb
infuriating,2.86,verb
infuriatingly,1.65,adverb
infuse,3.03,verb
infused,3.23,verb
infuser,2.02,noun
infusers,1.17,noun
infuses,2.24,verb
infusing,2.31,verb
infusion,2.83,noun
infusions,1.97,noun
infuturating,1.17,adjective
ing,3.79,noun
inga,2,name
ingall,2.02,name
ingalls,1.87,name
ingatestone,1.81,name
inge,2.4,name
ingel,1.3,name
ingemisco,1.17,name
ingenhousz,1.87,name
ingenious,3.6,adjective
ingeniously,2.17,adverb
ingeniousness,1.17,noun
ingenius,1.47,noun
ingenue,1.81,noun
ingenuity,3.31,noun
ingenuous,1.17,adjective
inger,1.54,name
ingersoll,1.6,name
ingest,2.39,verb
ingested,2.36,verb
ingestible,1.17,adjective
ingesting,2.19,verb
ingestion,1.81,noun
ingests,1.54,verb
ingham,2.34,name
inglais,1.17,unclassified
inglaterra,1.17,name
ingle,1.97,name
ingleborough,1.87,name
ingleby,1.7,name
ingledew,1.17,name
inglefield,1.17,name
inglenook,3.17,noun
inglenooks,1.81,noun
ingles,2.24,name
inglese,2.02,noun
inglesi,1.47,name
ingleston,1.54,name
inglestone,2.19,name
ingleton,2.04,name
inglewood,2.04,name
inglis,2.68,name
ingliston,2.17,name
inglorious,1.95,adjective
inglourious,2.08,name
ingly,1.47,adverb
ingmar,2,name
ingoing,1.3,verb
ingoldmells,1.17,name
ingolstadt,1.17,name
ingot,2.4,noun
ingots,2.5,noun
ingrain,1.65,noun
ingrained,2.92,verb
ingram,2.63,name
ingrams,1.6,name
ingrate,1.7,noun
ingrates,1.54,noun
ingratiate,2.16,verb
ingratiated,1.17,verb
ingratiates,1.47,verb
ingratiating,1.87,verb
ingratitude,2.11,noun
ingrave,1.39,name
ingredient,4.15,noun
ingredients,4.51,noun
ingreed,1.47,noun
ingreedian,1.17,noun
ingres,1.95,name
ingress,2.31,noun
ingressing,1.17,adjective
ingrid,3.64,name
ingrodient,1.17,noun
ingrowing,2.08,adjective
ingrown,2.13,adjective
ings,2.43,noun
ington,1.3,noun
inguinal,1.47,adjective
ingushetia,1.3,name
ingvar,1.3,name
inhabit,2.99,verb
inhabitable,1.47,adjective
inhabitant,2.6,noun
inhabitants,3.52,noun
inhabitation,1.65,noun
inhabitations,1.17,noun
inhabited,3.25,verb
inhabiting,2.34,verb
inhabits,2.34,verb
inhad,1.17,noun
inhalant,1.17,adjective
inhalation,2.69,noun
inhalations,1.17,noun
inhale,2.87,verb
inhaled,2.63,verb
inhaler,2.91,noun
inhalers,2.14,noun
inhales,2.35,name
inhalin,1.17,verb
inhaling,2.64,verb
inhe,1.39,adjective
inher,1.87,noun
inherance,1.17,noun
inhere,1.17,noun
inherent,3.14,adjective
inherently,3,adverb
inhering,1.39,verb
inherit,3.65,verb
inheritance,3.77,noun
inheritances,1.87,noun
inheritants,1.17,noun
inherited,4.18,verb
inheriting,2.86,verb
inheritor,1.84,noun
inheritors,2.09,noun
inherits,2.44,verb
inhibit,2.53,verb
inhibited,2.61,verb
inhibiting,2.19,verb
inhibition,2.28,noun
inhibitions,2.8,noun
inhibitor,2.08,noun
inhibitors,1.97,noun
inhibitory,1.3,adjective
inhibits,2.11,verb
inhospitable,2.95,adjective
inhouse,1.6,noun
inhuman,2.64,adjective
inhumane,2.68,noun
inhumanely,1.54,adverb
inhumanity,2.38,noun
inhumanly,1.39,adverb
ini,1.7,name
inia,1.3,noun
iniate,1.17,adjective
inier,1.17,adjective
iniesta,2.74,name
inigo,2.24,name
inimical,1.84,adjective
inimicos,1.17,verb
inimitable,2.5,adjective
inimtable,1.17,adjective
inin,1.47,verb
inindia,1.17,name
inindividualious,1.3,adjective
ininfinitely,1.17,adverb
ining,1.6,verb
inintroduce,1.17,verb
ininvestment,1.39,noun
inion,1.39,noun
iniquitate,1.39,noun
iniquitatem,1.39,noun
iniquities,1.7,noun
iniquitous,1.74,adjective
iniquity,2.48,noun
inis,2.13,name
inish,1.65,adjective
inishbofin,1.6,name
inishlacken,1.74,name
inishmore,1.47,name
inishnee,1.3,name
inishowen,1.54,name
inist,1.39,adjective
init,1.77,noun
initial,4.24,adjective
initialgate,1.39,noun
initialise,1.3,noun
initialised,1.54,verb
initialising,1.47,verb
initialized,1.17,verb
initialled,2.26,verb
initialling,1.17,verb
initially,4.29,adverb
initials,3.76,noun
initiate,3.08,verb
initiated,3.17,verb
initiates,2.14,verb
initiating,2.47,verb
initiation,2.94,noun
initiations,1.65,noun
initiative,3.97,noun
initiatives,3.61,noun
initiator,1.9,noun
initiators,1.17,noun
inititives,1.17,noun
inity,1.39,noun
injanu,1.3,name
inject,3.51,verb
injectable,1.9,adjective
injectables,1.9,noun
injected,3.37,verb
injecting,3.17,verb
injection,3.64,noun
injections,3.32,noun
injector,1.7,noun
injectors,1.65,noun
injects,2.62,verb
injoy,1.17,verb
injoyed,1.17,verb
injoying,1.17,adjective
injuction,1.17,noun
injuctions,1.17,noun
injudicious,1.17,adjective
injun,1.77,name
injunct,1.17,verb
injuncted,1.17,verb
injunction,3.54,noun
injunctions,3.23,noun
injunctive,1.17,adjective
injunctivitis,1.3,noun
injuns,1.54,noun
injure,3.12,verb
injured,4.56,verb
injures,2.02,noun
